ÍTEM,DEL FOLIO/PAGINAS,RAZON SOCIAL REMITENTE,No. RADICADO REMITENTE,RAZON SOCIAL DESTINATARIO,No. RADICADO DESTINATARIO,FECHA (DD/MM/AAAA),ASUNTO / TIPO DOCUMENTAL,UBICACION_ARCHIVO
14,2,Agencia Nacional de Infraestructura,CI.004/GP9458/21/5.3-7.2.1,CONSORCIO 4C,GP-15062,30/11/2021,Ref. Comunicado No. CI.004/GP9409/21/5.3 con radicado ANI No. 20214091023992 – Cumplimiento del Concesionario y cierre del Plazo de Cura por entrega de información relacionada con el manejo de recursos Subcuenta Compensaciones Ambientales. Contrato de Concesión 003 de 2014 – Proyecto Girardot-Honda-Puerto Salgar. Concesión Alto Magdalena S.A.S.,15_04_Comunic_Recibidas/2021/CI004_GP-15062_050300-070201_ANI_037711-1_PLAZ_CURA_SUBCTA_AMB.pdf
15,2,Agencia Nacional de Infraestructura (ANI),CI004_GP-14381_070208,CONSORCIO 4C,GP-14381,09/06/2021,Ref. Comunicado INVIAS SF 24245 – Solicitud aval de la Interventoría en las consignaciones por concepto de Seguridad Vial – FOSEVI por parte de las Concesiones – Contrato de Concesión No 003/2014 – Proyecto Girardot – Honda – Puerto Salgar,15_04_Comunic_Recibidas/2021/CI004_GP-14381_070208_ANI_017366-1_AVAL_INTERV_FOSEVI.pdf
16,1,CONSORCIO 4C,CI.004/GP9480/21/7.3.7,CONSORCIO 4C,GP-14810,03/10/2021,"Ref. Remisión comunicado No. CI.004/GP9480/21/7.3.7 con radicado ANI No. 20214091137632 - Accidente con víctima fatal en la Unidad Funcional 2, PR1+430, Ruta Nacional 4508. Contrato de Concesión 003 de 2014 – Proyecto Girardot – Honda – Puerto Salgar. Concesión Alto Magdalena S.A.S.",15_04_Comunic_Recibidas/2021/CI004_GP-14810_070307_ANI_030812-1_ACCIDENT_FATAL_PR1+430.pdf
17,2,Agencia Nacional de Infraestructura (ANI),CI004_GP-15061_070114,CONSORCIO 4C,GP-15061,01/12/2021,"Ref. Traslado de Derecho de Petición del Señor Ramón Quintero con radicado ANI No. 20214091381742 de 26 de noviembre del 2021. - Proyecto Girardot – Honda – Puerto Salgar, Contrato de Concesión 003 de 2014 y Contrato de Interventoría 145-2014. Concesión Alto Magdalena S.A.S y Consorcio 4C",15_04_Comunic_Recibidas/2021/CI004_GP-15061_070114_ANI_037846-1_DP_RAMON_QUINTERO.pdf
18,2,CONCESIÓN ALTO MAGDALENA S.A.S.,ALMA-2021-0344,CONSORCIO 4C,GP-14000,03/03/2021,Respuesta comunicaciones CI.004/GP8927/21/5.3 (Rad. Int. ALMA-R-2021-0223). Estado Pólizas Etapa de Operación y Mantenimiento.,15_04_Comunic_Recibidas/2021/CI004_GP-14000_050300_CON_0344_POLIZAS_ETAPA_O&M.pdf
21,2,CONCESIÓN ALTO MAGDALENA S.A.S.,ALMA-2021-1813,CONSORCIO 4C,GP-15099,07/12/2021,Cumplimiento obligación pago servicio de seguimiento y control autorización ocupación de cauce. Auto DRMC 07216000918 del 06/10/2021,15_04_Comunic_Recibidas/2021/CI004_GP-15099_070108_CON_1813_PAG_SERV_AMB_EXP_51499.pdf
19,2,CONCESIÓN ALTO MAGDALENA S.A.S.,ALMA-2021-1701,CONSORCIO 4C,GP-14998,19/11/2021,Solicitud permiso aprovechamiento forestal emergencia sitio crítico localizado en el PR 66+820 UF 3 Ruta Nacional 45-08 vía Beltrán – Guataquí.,15_04_Comunic_Recibidas/2021/CI004_GP-14998_070108_CON_1701_APROVE_FOREST_PR66+820_UF3.pdf
20,6,CONCESIÓN ALTO MAGDALENA S.A.S.,ALMA-2021-1872,CONSORCIO 4C,GP-15160,20/12/2021,"Ref. Contrato de Concesión bajo esquema APP N° 003-2014 – 'La financiación, construcción, rehabilitación, mejoramiento, operación y mantenimiento del corredor Honda – Puerto Salgar – Girardot, de acuerdo con el Apéndice Técnico 1 y demás Apéndices del Contrato.' - Informe Semanal del 13 al 17 de diciembre de 2021 - Eventos eximentes de responsabilidad reconocidos mediante actas del 6 de septiembre y 23 de noviembre de 2021.",15_04_Comunic_Recibidas/2021/CI004_GP-15160_050300-070400_CON_1872_EER_PREDIAL.pdf
22,8,Fiduciaria Bogotá S.A.,CI00417968921728,CONSORCIO 4C,GP-15170,24/12/2021,Notificación pago fondo de seguridad vial FOSEVI mes de noviembre 2021.,15_04_Comunic_Recibidas/2021/CI004_GP-15170_070208_FBTA_SINNUMERO_FOSEVI_NOV21.pdf
23,2,CONSORCIO 4C,CI.004/GP9404/21/5.3,CONSORCIO 4C,GP-14762,16/09/2021,Ref. Respuesta a su comunicado No. CI.004/GP9404/21/5.3 con radicado ANI No. 20214091015442 - Informe de incumplimiento cercado de predios UF 3 y UF 4. Contrato de Interventoría No. 145 de 2014 – Proyecto Girardot – Honda – Puerto Salgar. Consorcio 4C.,15_04_Comunic_Recibidas/2021/CI004_GP-14762_050300-070401_ANI_028818-1_INF_INCUM_CERCAS_UF3_4.pdf
24,4,CONCESIÓN ALTO MAGDALENA S.A.S.,CI.004/GP8670/20/9.3,CONSORCIO 4C,GP-13879,27/01/2021,Respuesta comunicado CI.004/GP8670/20/9.3 Estado de entrega de planos record unidades funcionales,15_04_Comunic_Recibidas/2021/CI004_GP-13879_090300_CON_0162_PLANOS_RECORD_UF5.pdf
26,2,CONCESIÓN ALTO MAGDALENA S.A.S.,ALMA-2021-0062,CONSORCIO 4C,GP-13820,12/01/2021,Levantamiento medida de oferta formal de compra al predio denominado 'Vereda San Juan de Remolino – Hacienda Primavera,15_04_Comunic_Recibidas/2021/CI004_GP-13820_070109_CON_0062_OFERTA_COMPRA_PRIMAVERA.pdf
25,1,CONSORCIO 4C,CI.004/GP9368/21/7.1.4,CONSORCIO 4C,GP-14647,25/08/2021,Ref. Comunicado No. CI.004/GP9368/21/7.1.4 con radicado ANI No. 20214090962792 - Reiteración requerimiento Estudios & Diseños Atención Sitio Crítico PR66+820 - UF3. Contrato de Concesión 003 de 2014 – Proyecto Girardot – Honda – Puerto Salgar. Concesión Alto Magdalena S.A.S.,15_04_Comunic_Recibidas/2021/CI004_GP-14647_070104_ANI_025918-1_ESTUD_DISEÑ_PR66.pdf
27,2,CONCESIÓN ALTO MAGDALENA S.A.S.,ALMA-2021-0496,CONSORCIO 4C,GP-14088,25/03/2021,"Respuesta comunicación recibida el 8 de marzo de 2021, con radicado interno ALMA-R-2021-0274, pronunciamiento Oferta Formal de Compra OFC-602-2021",15_04_Comunic_Recibidas/2021/CI004_GP-14088_070406_CON_0496_OFERTA_COMPRA_OFC-602-2021.pdf
28,2,CONCESIÓN ALTO MAGDALENA S.A.S.,ALMA-2021-1361,CONSORCIO 4C,GP-14727,10/09/2021,"Ref. Contrato de Concesión bajo esquema APP N° 003-2014 – “Financiación, construcción, rehabilitación, mejoramiento, operación y mantenimiento del Corredor Honda – Puerto Salgar – Girardot, de acuerdo con el Apéndice Técnico 1 y demás apéndices del Contrato”. Informe criterios para contabilizar Ingresos y Egresos por Unidad Funcional.",15_04_Comunic_Recibidas/2021/CI004_GP-14727_070201_CON_1361_INF_ING_EGRE_AGO21.pdf
29,12,POLICÍA NACIONAL DE COLOMBIA - DIRECCIÓN DE TRÁNSITO Y TRANSPORTE,2BS-FrQ-0023,CONSORCIO 4C,GP-14542,25/07/2016,"Ref. Acta de Liquidación Bilateral del Convenio de Cooperación suscrito entre la Concesión Alto Magdalena S.A.S y la Policía Nacional de Colombia para la operación, control del tráfico y cumplimiento del régimen normativo del tránsito y transporte en el Contrato de Concesión No. 003 de septiembre de 2014 correspondiente al Proyecto Corredor Honda – Puerto Salgar – Girardot",15_04_Comunic_Recibidas/2021/CI004_GP-14542_100400_CON_SINNUMERO_ACTA_LIQUIDA.pdf
30,2,CONCESIÓN ALTO MAGDALENA S.A.S.,ALMA-2021-1161,CONSORCIO 4C,GP-14669,27/08/2021,"Ref. Respuesta a su comunicado No. ALMA-2021-1161 con radicado ANI No. 20214090906402 – Informe Gerencial No. 81, correspondiente al mes de julio de 2021- Proyecto Girardot – Honda – Puerto Salgar, Contrato de Concesión 003 de 2014. Alto Magdalena S.A.S.",15_04_Comunic_Recibidas/2021/CI004_GP-14669_070500_ANI_026492-1_INF_GERENCIAL_81.pdf
32,1,INSTITUTO NACIONAL DE VÍAS - INVIAS,CI004/GP-14349/050300,CONSORCIO 4C,GP-14349,31/05/2021,"Ref. Remisión respuesta INVIAS frente a las observaciones del Nuevo Puente de Honda, con radicado ANI No. 20214090575892 - Proyecto Girardot – Puerto Salgar, Contrato de Interventoría 145 de 2014. Consorcio 4C",15_04_Comunic_Recibidas/2021/CI004_GP-14349_050300_ANI_016299-1_RTA_INVIAS_OBS_NPH.pdf
31,10,CONSORCIO 4C,CI.004/GP9552/21/5.3,CONSORCIO 4C,GP-15109,10/12/2021,Ref. Respuesta a su comunicado No. CI.004/GP9552/21/5.3 con radicado ANI No. 20214091321952 del 12 de noviembre de 2021 – No objeción Plazo de Cura por el presunto incumplimiento de los principios de operación del Proyecto contenidos en el numeral 3.1 del Apéndice Técnico 2 - Inundación de la calzada PR81+850 UF3 Contrato de Interventoría No. 145 de 2014 – Proyecto Girardot – Honda – Puerto Salgar. Consorcio 4C,15_04_Comunic_Recibidas/2021/CI004_GP-15109_050300-070300_ANI_038985-1_PLAZ_CURA_INUNDA_PR81+850.pdf
34,1,Fiduciaria Bogotá,CI004_GP-13983_070201_FBTA_001192,CONSORCIO 4C,GP-13983,23/02/2021,Ref. SOPORTES DE INTERVENTORIA DE LOS MESES DE NOVIEMBRE 2020 A ENERO 2021. FIDEICOMISO FIDUBOGOTA–CONCESION ALTO MAGDALENA 3-1-63664,15_04_Comunic_Recibidas/2021/CI004_GP-13983_070201_FBTA_001192_SOPORT_INTERV_NOV_DIC_ENE.pdf
33,4,MINISTERIO DE DEFENSA NACIONAL - POLICÍA NACIONAL - DIRECCIÓN DE TRÁNSITO Y TRANSPORTE,GS-2021-009468 / DITRA-ARTRU 1.10,CONSORCIO 4C,GP-14382,08/06/2021,respuesta Radicado ANI No.: 20213050150931 de fecha 19-05-2021,15_04_Comunic_Recibidas/2021/CI004_GP-14382_050300_PONAL_009468_RTA_INCUMPLI_RESOL_6805.pdf
36,2,CONCESIÓN ALTO MAGDALENA S.A.S.,ALMA-2021-0852,CONSORCIO 4C,GP-14355,02/06/2021,Ref. Respuesta PQRS UF5 2020 1068 del 28/04/2021 - Pago de liquidación de contratos.,15_04_Comunic_Recibidas/2021/CI004_GP-14355_070109_CON_0852_PAGO_LIQ_CONTRATOS.pdf
35,1,CONSORCIO 4C,CI.004/GP9343/21/7.3.7,CONSORCIO 4C,GP-14632,17/08/2021,"Ref. Remisión comunicado No. CI.004/GP9343/21/7.3.7 con radicado ANI No. 20214090930552 - Accidente con víctima fatal en la Unidad Funcional 2, PR4+750, Ruta Nacional 4508. Contrato 003 de 2014 – Proyecto Girardot – Honda – Puerto Salgar. Concesión Alto Magdalena S.A.S.",15_04_Comunic_Recibidas/2021/CI004_GP-14632_070307_ANI_025069-1_ACCID_VICTIMA_FATAL_UF2.pdf
38,6,CONCESIÓN ALTO MAGDALENA S.A.S.,ALMA-2021-1801,CONSORCIO 4C,GP-15079,06/12/2021,Siembra compensaciones. Expediente 87638,15_04_Comunic_Recibidas/2021/CI004_GP-15079_070108_CON_1801_SIEMBRA_COMPENSA_EXP_87638.pdf
37,4,CONCESIÓN ALTO MAGDALENA S.A.S.,ALMA-2021-1096,CONSORCIO 4C,GP-14594,06/08/2021,"Ref. Solicitud concepto sobre el comunicado No. ALMA-2021-1096 con radicado ANI No. 20214090848912 – Solicitud cierre plazo de cura y suscripción Otrosí modificatorio de la sección 12.8 de la Parte General, literal (a), Seguro de daño contra todo riesgo de obras civiles – Contrato de Interventoría 145 de 2014 - Proyecto Girardot - Honda - Puerto Salgar. Consorcio 4C",15_04_Comunic_Recibidas/2021/CI004_GP-14594_050300_ANI_024017-1_PLAZO_CURA_SEG_DAÑOS.pdf
39,4,CONCESIÓN ALTO MAGDALENA S.A.S.,ALMA-2021-0629,CONSORCIO 4C,GP-14175,22/04/2021,Respuesta requerimiento Auto DRBM No. 0968 del 28 de diciembre de 2020,15_04_Comunic_Recibidas/2021/CI004_GP-14175_070108_CON_0629_REQUE_DRBM_0968.pdf
40,4,CONCESIÓN ALTO MAGDALENA S.A.S.,ALMA-2021-1474,CONSORCIO 4C,GP-14804,05/10/2021,"Acceso ubicado en el Km 2+600 sector Caracolí. Ruta Nacional 4510 Honda – La Dorada, por condición de cambio de actividad económica.",15_04_Comunic_Recibidas/2021/CI004_GP-14804_070109_CON_1474_ACCESO_K2+600_CARACOLI.pdf
42,4,CONCESIÓN ALTO MAGDALENA S.A.S.,ALMA-2021-0058,CONSORCIO 4C,GP-13812,08/01/2021,Ref. Urgencia intervenciones patologías sobre carpeta rodadura Nuevo Puente de HONDA PR 3+600 RN 50CN04 – Contrato No. 1796 de 2015,15_04_Comunic_Recibidas/2021/CI004_GP-13812_050300_CON_0058_PATOLOGIAS_NPH.pdf
41,4,CONCESIÓN ALTO MAGDALENA S.A.S.,ALMA-2021-1511,CONSORCIO 4C,GP-14839,12/10/2021,Pagos FONSECON Ley 1106 de 2016 - septiembre 2021,15_04_Comunic_Recibidas/2021/CI004_GP-14839_070201_CON_1511_PAGO_FONSECON_SEP21.pdf
43,2,Agencia Nacional de Infraestructura – ANI,ALMA-2021-0913,CONSORCIO 4C,GP-14454,23/06/2021,"Ref. Comunicado No. ALMA-2021-0913 con radicado ANI No. 20214090676142; Evasión Peaje Guataquí - Proyecto Girardot – Honda – Puerto Salgar, Contrato de Concesión 003 de 2014.",15_04_Comunic_Recibidas/2021/CI004_GP-14454_070301_ANI_018940-1_EVASION_PEAJ_GUATAQ.pdf
44,2,CONCESIÓN ALTO MAGDALENA S.A.S.,"ALMA-2021-1901, ALMA-2021-1663, ALMA-R-2021-1775",CONSORCIO 4C,GP-15184,30/12/2021,"Respuesta comunicaciones CI.004/GP9552/21/5.3 (ALMA-R-2021-1682) y CI.004/GP9657/21/5.3-7.3 (ALMA-R-2021-1937) ""Otorgamiento Plazo de Cura por el incumplimiento de los principios de operación del Proyecto contenidos en el numeral 3.1 del Apéndice Técnico 2 – Inundación de la calzada PR81+850 UF3",15_04_Comunic_Recibidas/2021/CI004_GP-15184_050300-070300_CON_1906_PLAZ_CURA_PR81+850_UF3.pdf
45,2,CONSORCIO 4C,CI.004/GP9448/21/5.3,CONSORCIO 4C,GP-14811,03/10/2021,Ref. Respuesta a su comunicado No. CI.004/GP9448/21/5.3 con radicado ANI No. 202114091080762 - Informe de incumplimiento cercado de predios UF5. Contrato de Interventoría No. 145 de 2014 – Proyecto Girardot – Honda – Puerto Salgar.,15_04_Comunic_Recibidas/2021/CI004_GP-14811_050300_ANI_030809-1_INF_INCUMP_CERCA_UF5.pdf
46,17,CONCESIÓN ALTO MAGDALENA S.A.S.,ALMA-2021-1061,CONSORCIO 4C,GP-14517,19/07/2021,"Ref. Acuerdo colaboración suscrito entre CENIT y la Concesión Alto Magdalena S.A.S. - Cama Anódica URPC los Naranjos – Parámetros de Cumplimiento técnico al Suministro de Rectificador de Protección catódica, potencia de salida DC hasta 5000 W.",15_04_Comunic_Recibidas/2021/CI004_GP-14517_070115_CON_1061_CAMA_ANODICA_URPC.pdf
47,4,CONCESIÓN ALTO MAGDALENA S.A.S.,ALMA-2021-1807,CONSORCIO 4C,GP-15093,07/12/2021,Cumplimiento obligación pago servicio seguimiento y control ambiental. Auto DRAM 03216000547 del 11/06/2021 (Rad. Int. ALMA-R-2021-0998 del 21/07/2021). Expediente 60604,15_04_Comunic_Recibidas/2021/CI004_GP-15093_070108_CON_1807_PAG_SERV_AMB_EXP_60604.pdf
48,6,Agencia Nacional de Infraestructura - ANI,CI004,CONSORCIO 4C,GP-14463,25/06/2021,Ref. Respuesta final a solicitud de reunión virtual – Acceso ALMA-2-0098-1 – Radicado No. 20214090404662 del 14 de abril de 2021 – Contrato de Concesión APP No 003 de 2014 – Proyecto Vial Concesión Honda – Puerto Salgar – Girardot,15_04_Comunic_Recibidas/2021/CI004_GP-14463_050300_ANI_019159-1_RTA_REUNION_VIRTUAL.pdf
49,6,Agencia Nacional de Infraestructura,CI.004/GP8866/21/5.3-7.1.4,CONSORCIO 4C,GP-14205,27/04/2021,"Ref. Respuesta a su comunicado No. CI.004/GP8866/21/5.3-7.1.4 con radicado ANI No 20214090111472 del 2 de febrero de 2021 – Solicitud de No Objeción a un Plazo de Cura, por el incumplimiento de la obligación relacionada con la entrega de información exigida por la ANI y/o la Interventoría (incumplimiento al que hace alusión el literal “(h)” de la Sección 6.1 de la Parte Especial del Contrato de Concesión No 145 de 2014-Proyecto – Girardot – Honda – Puerto Salgar",15_04_Comunic_Recibidas/2021/CI004_GP-14205_050300_ANI_012372-1_PLAZO_CURA_PAVI_UF4.pdf
50,2,CONCESIÓN ALTO MAGDALENA S.A.S.,ALMA-2021-0874,CONSORCIO 4C,GP-14372,08/06/2021,Cumplimiento obligación de pago seguimiento ambiental. Auto DRMC 0295 del 5 de mayo de 2021,15_04_Comunic_Recibidas/2021/CI004_GP-14372_070108_CON_0874_SEG_AMB_DRAM_0295.pdf
51,1,CONCESIÓN ALTO MAGDALENA S.A.S.,CI004169290241742,CONSORCIO 4C,GP-14509,15/07/2021,Radicación Informe de Responsabilidad Social y Ambiental 2020,15_04_Comunic_Recibidas/2021/CI004_GP-14509_070500_CON_1057_INF_RESPON_SOCIAMB_20.pdf
52,1,Agencia Nacional de Infraestructura (ANI),"CI.004/0534/21/1, CI.004/0402/21/1",CONSORCIO 4C,GP-15066,01/12/2021,Ref. Respuesta a sus comunicados No CI.004/0534/21/1 y CI.004/0402/21/1 con los radicados ANI No. 20214091383792 y 20214091045972 – Actualización Póliza de Cumplimiento – Contrato de Interventoría 145 de 2014 - Proyecto Girardot - Honda - Puerto Salgar,15_04_Comunic_Recibidas/2021/CI004_GP-15066_010000_ANI_037852-1_ACTUAL_POLIZAS_CUMPLIMIENT.pdf
55,1,CONCESIÓN ALTO MAGDALENA S.A.S.,ALMA-2021-1633,CONSORCIO 4C,GP-15044,11/11/2021,Informe ejecutivo avance ejecución predial y sabana de avalúos octubre 2021.,15_04_Comunic_Recibidas/2021/CI004_GP-15044_070401_CON_1633_IN_PREDIAL_OCT21.pdf
54,2,CONCESIÓN ALTO MAGDALENA S.A.S.,ALMA-2021-0212,CONSORCIO 4C,GP-13916,03/02/2021,"Entrega del soporte de pago por concepto de seguimiento a la autorización de ocupación de cauce, en cumplimiento a la obligación establecida en el Auto DRBM 0955 del 24 de diciembre de 2020.",15_04_Comunic_Recibidas/2021/CI004_GP-13916_070108_CON_0212_SOPORT_PAG_AUTO_DRAM_0955.pdf
56,18,CONCESIÓN ALTO MAGDALENA S.A.S.,ALMA-2021-1799,CONSORCIO 4C,GP-15076,06/12/2021,Ref. CVN.31 Concesión Alto Magdalena S.A.S. Observaciones inspección específica de Control al Sobrepeso. Plan de Acción de Mejora.,15_04_Comunic_Recibidas/2021/CI004_GP-15076_070300_CON_1799_OBS_INSPE_CTROL_SOBREPESO.pdf
57,1,CONCESIÓN ALTO MAGDALENA S.A.S.,ALMA-2021-0549,CONSORCIO 4C,GP-14139,08/04/2021,Entrega expediente predial ALMA-5-0255 para aprobación de Actualización de insumos,15_04_Comunic_Recibidas/2021/CI004_GP-14139_070401_CON_0549_EXP_PREDIAL_5-0255.pdf
58,1,Fiduciaria Bogotá,GP-14024,CONSORCIO 4C,GP-14024,10/03/2021,Ref. ESTADOS FINANCIEROS AUDITADOS Y LAS REVELACIONES AL 31 DE DICIEMBRE DE 2020 FIDEICOMISO FIDUBOGOTA–CONCESION ALTO MAGDALENA 3-1-63664,15_04_Comunic_Recibidas/2021/CI004_GP-14024_070202_FBTA_001802_ESTAD_FINAN_AUDITADOS.pdf
59,2,Agencia Nacional de Infraestructura - ANI,CI004_GP-14539_070109,CONSORCIO 4C,GP-14539,23/07/2021,"Ref. Traslado de Derecho de Petición ANI No. 20214090790292 interpuesto por parte del Condominio Algarrobos del Magdalena - Proyecto Girardot - Honda - Puerto Salgar, Contrato de Concesión 003 de 2014. Alto Magdalena S.A.S.",15_04_Comunic_Recibidas/2021/CI004_GP-14539_070109_ANI_022195-1_DP_ALGARROBOS.pdf
61,1,CONCESIÓN ALTO MAGDALENA S.A.S.,CI004_GP-15169_070400,CONSORCIO 4C,GP-15169,29/11/2021,Informe ejecutivo avance ejecución predial y sabana de avalúos noviembre del año 2021.,15_04_Comunic_Recibidas/2021/CI004_GP-15169_070400_CON_1759_INF_PREDIAL_NOV21.pdf
60,2,CONCESIÓN ALTO MAGDALENA S.A.S.,ALMA-2021-1853,CONSORCIO 4C,GP-15146,16/12/2021,Cumplimiento obligación artículo primero del Auto DRAM No. 0668 del 12/07/2021,15_04_Comunic_Recibidas/2021/CI004_GP-15146_070108_CON_1853_CUMPLI_OBLIG_AUTO_DRAM_0668.pdf
62,1,CONCESIÓN ALTO MAGDALENA S.A.S.,ALMA-2021-0224,CONSORCIO 4C,GP-13925,04/02/2021,Remisión de Actas de retribución de UF 1 a la UF5 mes de diciembre de 2020,15_04_Comunic_Recibidas/2021/CI004_GP-13925_070210_CON_0224_ACTAS_RETRIBU_UF1-UF5_DIC20.pdf
63,1,CONCESIÓN ALTO MAGDALENA S.A.S.,ALMA-2021-0016,CONSORCIO 4C,GP-13800,06/01/2021,"Cumplimiento obligaciones ambientales primero, segundo y tercer seguimiento ambiental al proyecto. Expediente: LAV0063-00-2015",15_04_Comunic_Recibidas/2021/CI004_GP-13800_070108_CON_0016_CUMPLI_OBLIG_AMB.pdf
65,2,CONCESIÓN ALTO MAGDALENA S.A.S.,ALMA-2021-1519,CONSORCIO 4C,GP-14854,15/10/2021,Cumplimiento obligación artículo primero del Auto DRAM No. 0794 del 30/07/2021,15_04_Comunic_Recibidas/2021/CI004_GP-14854_070108_CON_1519_AUTO_DRAM_0794_EXP_51729.pdf
