ÍTEM,DEL FOLIO/PAGINAS,RAZON SOCIAL REMITENTE,No. RADICADO REMITENTE,RAZON SOCIAL DESTINATARIO,No. RADICADO DESTINATARIO,FECHA (DD/MM/AAAA),ASUNTO / TIPO DOCUMENTAL,UBICACION_ARCHIVO
37,2,CONCESION ALTO MAGDALENA S.A.S,ALMA-2020-2833,CONSORCIO 4C,GP-13551,17/11/2020,"Entrega soporte de pago seguimiento autorización de ocupación de cauce, Auto DRBM No. 0542 del 30 de septiembre de 2020. Expediente 52053.",15_04_Comunic_Recibidas/2020/CI004_GP-13551_070108_CON_2833_SOPORT_PAG_OCUPA_AUTO_0542.pdf
41,1,CONCESIÓN ALTO MAGDALENA S.A.S.,ALMA-2020-2037,CONSORCIO 4C,GP-13063,10/08/2020,Informe gestiones para el cumplimiento de la obligación ambiental establecida en el literal A del artículo tercero del Acuerdo 019 del 21 de junio de 2016.,15_04_Comunic_Recibidas/2020/CI004_GP-13063_070108_CON_2037_CUMPLI_OBLIG_AMB_ACUERD_019.pdf
42,1,CONCESIÓN ALTO MAGDALENA S.A.S.,ALMA-2020-0331,CONSORCIO 4C,GP-11943,06/02/2020,Estado del cumplimiento de medida compensatoria Auto DRMC No. 0390 del 15 de febrero del 2019. Expediente 51535.,15_04_Comunic_Recibidas/2020/CI004_GP-11943_070108_CON_0331_CUMPLI_AUTO_DRMC_0390.pdf
43,2,CONCESIÓN ALTO MAGDALENA S.A.S.,ALMA-2020-2107,CONSORCIO 4C,GP-13108,18/08/2020,"Entrega soporte de pago seguimiento y control ambiental 2019, en cumplimiento del Auto DRAM No. 0629 del 17/07/2020. Expediente 62559.",15_04_Comunic_Recibidas/2020/CI004_GP-13108_070108_CON_2107_SOPORT_PAG_AMB_EXP_62559.pdf
45,1,CONCESIÓN ALTO MAGDALENA S.A.S.,ALMA-2019-03896,CONSORCIO 4C,GP-11745,13/12/2019,Entrega del expediente predial ALMA - 5 -0255 para aprobación de la actualización de insumos.,15_04_Comunic_Recibidas/2020/CI004_GP-11745_070401_CON_03896_EXP_PREDIAL.pdf
46,3,CONCESIÓN ALTO MAGDALENA S.A.S.,ALMA-2020-0505,CONSORCIO 4C,GP-12014,18/02/2020,Acciones para la construcción y funcionamiento COSO MUNICIPAL,15_04_Comunic_Recibidas/2020/CI004_GP-12014_070109_CON_0505_COSO_MUNICIPAL.pdf
44,2,TRANS SURENCO S.A.S,SIN NÚMERO,CONSORCIO 4C,GP-13258,15/09/2020,SOLICITUD PERMISO DE TRANSITO,15_04_Comunic_Recibidas/2020/CI004_GP-13258_070114_TRANSSURENCO_SINNUMERO_PERMIS_TRANS.pdf
49,1,CONCESION ALTO MAGDALENA S.A.S.,ALMA-2020-2549,CONSORCIO 4C,GP-13373,02/10/2020,Memoria Técnica Agosto 2020.,15_04_Comunic_Recibidas/2020/CI004_GP-13373_070500_CON_2549_MEMOTEC_AGO20.pdf
48,20,CONCESIÓN ALTO MAGDALENA S.A.S.,ALMA-2020-0974,CONSORCIO 4C,GP-12312,14/04/2020,Solicitud suscripción otrosí general.,15_04_Comunic_Recibidas/2020/CI004_GP-12312_050300_CON_0974_SCTUD_OTROSI_GNRAL.pdf
50,1,CONCESIÓN ALTO MAGDALENA S.A.S.,ALMA-2020-2460,CONSORCIO 4C,GP-13283,18/09/2020,Respuesta comunicado CI.004/GP7594/20/7.2.8 con radicado ALMA-R-2020-0486 – Consignación recaudo peajes por UF,15_04_Comunic_Recibidas/2020/CI004_GP-13283_070208_CON_2460_CONSIG_RECAUDO_PEAJES.pdf
51,2,CONCESIÓN ALTO MAGDALENA S.A.S.,ALMA-2020-2604,CONSORCIO 4C,GP-13405,13/10/2020,Respuesta comunicación CI.004/GP8519/20/7.4.1 - 6 de octubre de 2020 y radicado ALMA-R-2020-1908. Requerimiento formal sabana predial y actualización Olympus.,15_04_Comunic_Recibidas/2020/CI004_GP-13405_070401_CON_2604_REQ_SABANA_PREDIAL.pdf
52,1,CONCESION ALTO MAGDALENA S.A.S.,ALMA-2020-0895,CONSORCIO 4C,GP-12250,02/04/2020,Memoria Técnica Mes de Febrero 2020.,15_04_Comunic_Recibidas/2020/CI004_GP-12250_070500_CON_0895_MEMOTEC_FEB20.pdf
53,6,CONCESION ALTO MAGDALENA S.A.S.,ALMA-2020-2798,CONSORCIO 4C,GP-13519,11/11/2020,"Notificación ocupación derecho de vía PR 31 + 390 de la Ruta Nacional 45-10 o 45-CLA (Variante La Dorada), vía Honda – La Dorada.",15_04_Comunic_Recibidas/2020/CI004_GP-13519_070109_CON_2798_OCUPA_VIA_PR31+390.pdf
54,1,CONCESIÓN ALTO MAGDALENA S.A.S.,ALMA-2020-2295,CONSORCIO 4C,GP-13212,03/09/2020,Memoria Técnica Mes de Julio 2020.,15_04_Comunic_Recibidas/2020/CI004_GP-13212_070500_CON_2295_MEMOTEC_JUL20.pdf
56,4,CONCESION ALTO MAGDALENA S.A.S,ALMA-2020-2993,CONSORCIO 4C,GP-13635,03/12/2020,Entrega física y documental de la Infraestructura del Nuevo Puente de Honda -Contrato 1796 del 2015.,15_04_Comunic_Recibidas/2020/CI004_GP-13635_050300_CON_2993_ENTREGA_NPH.pdf
57,3,CONCESIÓN ALTO MAGDALENA S.A.S.,ALMA-2020-0403,CONSORCIO 4C,GP-11987,10/02/2020,"Solicitud Información Predial (Polígonos Catastrales, registros 1 y 2), Plancha IGAC 207IID1 Esc. 1:1000.",15_04_Comunic_Recibidas/2020/CI004_GP-11987_070108_CON_0403_SCTUD_INFO_PREDIAL.pdf
58,1,CONCESIÓN ALTO MAGDALENA S.A.S.,ALMA-2020-0429,CONSORCIO 4C,GP-11981,11/02/2020,Alcance radicado CAR 04191101907 (Rad. Int. ALMA-2019-3758 – 3/12/2019). Expediente 79887.,15_04_Comunic_Recibidas/2020/CI004_GP-11981_070108_CON_0429_ALC_RAD_04191101907_EXP_79887.pdf
59,1,CONCESIÓN ALTO MAGDALENA S.A.S.,ALMA-2020-2598,CONSORCIO 4C,GP-13401,09/10/2020,GCSP-F-001 Informe Mantenimiento de Bienes de uso Público Septiembre 2020,15_04_Comunic_Recibidas/2020/CI004_GP-13401_070202-070208_CON_2598_FOR_GCSP-F001_SEP20.pdf
60,1,CONCESIÓN ALTO MAGDALENA S.A.S.,ALMA-2020-1116,CONSORCIO 4C,GP-12438,24/04/2020,"Cumplimiento obligación artículo 2 del Auto CAR DRAM No. 067 del 20 de enero de 2020, y Resolución CAR No. 0332 del 16 de febrero de 2016. Entrega informe disposición de residuos. Expediente 51738.",15_04_Comunic_Recibidas/2020/CI004_GP-12438_070108_CON_1116_CUMPLI_AUTO_CAR_067.pdf
61,1,CONCESION ALTO MAGDALENA S.A.S.,ALMA-2020-3018,CONSORCIO 4C,GP-13645,10/12/2020,Respuesta comunicación CI.004/GP8699/20/7.1.10 (Rad. int. ALMA-R-2020-2214 del 3/12/2020) Observaciones entrega soportes de Seguridad Social abril y salarios marzo 2020.,15_04_Comunic_Recibidas/2020/CI004_GP-13645_070110_CON_3018_OBS_SEGYSAL_ABR_MAR.pdf
62,2,CONCESION ALTO MAGDALENA S.A.S,ALMA-2020-2267,CONSORCIO 4C,GP-13197,01/09/2020,Aclaración expedición certificados catastrales.,15_04_Comunic_Recibidas/2020/CI004_GP-13197_070401_CON_2267_EXP_CERTIFI_CATASTRALES.pdf
63,1,CONCESIÓN ALTO MAGDALENA S.A.S.,ALMA-2020-2153,CONSORCIO 4C,GP-13135,20/08/2020,Entrega informe disposición residuos obligación Auto CAR DRAM 0690 del 12/08/2020 y resolución CAR 2423 del 11/09/2017. Expediente 61896,15_04_Comunic_Recibidas/2020/CI004_GP-13135_070108_CON_2153_INF_DISPOSI_RESIDUOS.pdf
64,10,CONCESION ALTO MAGDALENA S.A.S.,ALMA-2020-3095,CONSORCIO 4C,GP-13698,21/12/2020,Respuesta oficio CAR 07202102127 (Rad. Int. ALMA-R-2020-1933) del 13/10/2020. Seguimiento permisos otorgados. Expediente: 51491,15_04_Comunic_Recibidas/2020/CI004_GP-13698_070108_CON_3095_SEG_PERM_OTORG_EXP_51491.pdf
145,1,CONCESION ALTO MAGDALENA S.A.S.,ALMA-2020-1807,CONSORCIO 4C,GP-12908,09/06/2020,Entrega Informe Gerencial Mensual N° 68 - JUNIO de 2020,15_04_Comunic_Recibidas/2020/CI004_GP-12908_070500_CON_1807_INF_MEN_N68_JUN20.pdf
144,2,CONCESION ALTO MAGDALENA S.A.S.,ALMA-2020-3063,CONSORCIO 4C,GP-13667,16/12/2020,Entrega soporte de pago seguimiento ambiental Auto DRBM No. 0660 del 4 de noviembre de 2020. Expediente 52058,15_04_Comunic_Recibidas/2020/CI004_GP-13667_070108_CON_3063_SOPORT_PAG_AMB_EXP_52058.pdf
146,10,CONCESION ALTO MAGDALENA S.A.S.,ALMA-2020-1908,CONSORCIO 4C,GP-12967,22/07/2020,"Solicitud de recuperación de bienes de uso público (Invasión de zona de exclusión adquirida a favor de la Agencia Nacional de Infraestructura) en el Pr 26 + 850, costado derecho Ruta Nacional 4508 Respuesta al derecho de petición interpuesto por Personería Municipal - Ligia Salazar López.",15_04_Comunic_Recibidas/2020/CI004_GP-12967_070109_CON_1908_RECUPERA_BIENES_USO_PUB.pdf
147,2,CONCESION ALTO MAGDALENA S.A.S.,ALMA-2020-3129,CONSORCIO 4C,GP-13754,22/12/2020,Respuesta comunicación 2020303050309971 (Rad. Int. ALMA-R-2020-1968 del 19/10/2020). Observaciones a modificación de pólizas – ampliación de vigencias.,15_04_Comunic_Recibidas/2020/CI004_GP-13754_050300_CON_3129_OBS_MODIFI_POLIZAS.pdf
149,1,CONCESIÓN ALTO MAGDALENA S.A.S.,ALMA-2020-3163,CONSORCIO 4C,GP-13688,22/12/2020,Entrega expediente predial (Físico) ALMA-5-0126 para aprobación definitiva del Avalúo Comercial Corporativo.,15_04_Comunic_Recibidas/2020/CI004_GP-13688_070406_CON_3163_EXP_AVALUO.pdf
148,1,CONCESIÓN ALTO MAGDALENA S.A.S.,ALMA-2020-1545,CONSORCIO 4C,GP-12753,08/06/2020,Respuesta oficio ANLA 2020075893-2-000 (Rad. Int. ALMA-R-2020-0970 del 15/05/2020). Resultado Verificación Preliminar Informe ICA 12 - UF 4.1 Expediente: LAV0004-00-2016.,15_04_Comunic_Recibidas/2020/CI004_GP-12753_070108_CON_1545_INF_ICA_N12.pdf
150,1,CONCESIÓN ALTO MAGDALENA S.A.S.,ALMA-2020-1213,CONSORCIO 4C,GP-12520,04/05/2020,"Cumplimiento obligación artículo 2 del Auto CAR DRAM No. 0110 del 23 de enero de 2020, y Resolución CAR No. 0447 del 26 de febrero de 2016. Entrega informe de disposición de residuos. Expediente 51734.",15_04_Comunic_Recibidas/2020/CI004_GP-12520_070108_CON_1213_DISPOSI_RESIDUOS_EXP_51734.pdf
151,4,CONCESIÓN ALTO MAGDALENA S.A.S.,ALMA-2020-0007,CONSORCIO 4C,GP-11703,03/01/2020,Respuesta comunicado CI.004/GP7066/19/7.1.10 (Rad. Int. ALMA-R-20192466) del 17/10/2019 Incumplimiento condiciones Seguridad UF 2 Y 3. Semana 245.,15_04_Comunic_Recibidas/2020/CI004_GP-11703_070110_CON_0007_INCUMP_CONDI_SEG_UF2_UF3.pdf
152,5,CONCESION ALTO MAGDALENA S.A.S.,ALMA-2020-0752,CONSORCIO 4C,GP-12210,13/03/2020,GCSP-F-009 Informe Mensual Recaudo de Peajes del mes de febrero de 2020,15_04_Comunic_Recibidas/2020/CI004_GP-12210_070208_CON_0752_FOR_GCSP-F009_FEB20.pdf
153,1,CONCESIÓN ALTO MAGDALENA S.A.S.,ALMA-2020-2157,CONSORCIO 4C,GP-13140,20/08/2020,Entrega informe disposición residuos obligación Auto CAR DRAM 0706 del 12/08/2020 y resolución CAR 1712 del 30 de junio de 2017. Expediente 60703.,15_04_Comunic_Recibidas/2020/CI004_GP-13140_070108_CON_2157_INF_DISPOSI_RESIDUOS.pdf
154,1,CONCESIÓN ALTO MAGDALENA S.A.S.,ALMA-2020-2417,CONSORCIO 4C,GP-13279,15/09/2020,Entrega Expediente Predial Final ALMA-2-0095,15_04_Comunic_Recibidas/2020/CI004_GP-13279_070401_CON_2417_EXP_FINAL.pdf
156,1,CONCESIÓN ALTO MAGDALENA S.A.S.,ALMA-2020-1977,CONSORCIO 4C,GP-13041,31/07/2020,"Cumplimiento obligación artículo 2 del Auto CAR DRAM No. 0630 del 17 de julio de 2020, y Resolución CAR No. 2428 del 11 de septiembre de 2017. Entrega del informe de disposición de residuos. Expediente 62378.",15_04_Comunic_Recibidas/2020/CI004_GP-13041_070108_CON_1977_DISPOSI_RESIDUOS_EXP_62378.pdf
155,10,CONCESION ALTO MAGDALENA S.A.S.,ALMA-2020-3106,CONSORCIO 4C,GP-13709,21/12/2020,Respuesta oficio CAR 07202102127 (Rad. Int. ALMA-R-2020-1933 del 13/10/2020). Seguimiento permisos otorgados. Expediente: 51509,15_04_Comunic_Recibidas/2020/CI004_GP-13709_070108_CON_3106_SEG_PERM_OTORG_EXP_51509.pdf
158,1,CONCESION ALTO MAGDALENA S.A.S.,ALMA-2020-2760,CONSORCIO 4C,GP-13594,06/11/2020,Respuesta comunicado CI.004/GP8573/20/7.1.10 (Rad. int ALMA-R-2020-1999 del 23/10/2020) Suministro Calzado y vestido de labor / Alcance a comunicado CI.004/GP8507/20/7.1.10,15_04_Comunic_Recibidas/2020/CI004_GP-13594_070110_CON_2760_DOTACION_PERSONAL.pdf
159,1,CONCESIÓN ALTO MAGDALENA S.A.S.,ALMA-2020-1167,CONSORCIO 4C,GP-12495,29/04/2020,Cumplimiento obligación artículo 2 Auto CAR DRAM No. 049 del 15 de enero de 2020 y Resolución CAR No. 2422 del 11 de septiembre de 2017. Entrega informe disposición residuos. Expediente 61523.,15_04_Comunic_Recibidas/2020/CI004_GP-12495_070108_CON_1167_DISPOSI_RESIDUOS_EXP_61523.pdf
160,1,CONCESIÓN ALTO MAGDALENA S.A.S.,ALMA-2020-1212,CONSORCIO 4C,GP-12519,04/05/2020,Cumplimiento artículo segundo del Auto DRAM CAR N° 0205 del 10 de febrero del 2020. Entrega Informe medida compensatoria artículo cuarto Resolución CAR N° 0409 del 24 de febrero del 2016. Expediente 51840.,15_04_Comunic_Recibidas/2020/CI004_GP-12519_070108_CON_1212_MEDIDA_COMPENSA_EXP_51840.pdf
161,1,CONCESIÓN ALTO MAGDALENA S.A.S.,ALMA-2020-2927,CONSORCIO 4C,GP-13618,27/11/2020,"Entrega del expediente predial ALMA-5-0262, para aprobación del componente social.",15_04_Comunic_Recibidas/2020/CI004_GP-13618_070402_CON_2927_EXP_SOCIAL.pdf
163,1,CONCESIÓN ALTO MAGDALENA S.A.S.,ALMA-2020-2702,CONSORCIO 4C,GP-13525,29/10/2020,"Entrega del expediente predial ALMA-5-0075, para revisión y aprobación de componente social.",15_04_Comunic_Recibidas/2020/CI004_GP-13525_070402_CON_2702_EXP_SOCIAL.pdf
162,1,CONCESIÓN ALTO MAGDALENA S.A.S.,ALMA-2020-1263,CONSORCIO 4C,GP-12558,07/05/2020,"Cumplimiento artículo 4 Resolución CAR. No. 1081 de 16 de mayo del 2016, modificada por Resolución CAR. No. 1137 de 28 de abril del 2017. Entrega Informe establecimiento medida compensatoria. Expediente 52029.",15_04_Comunic_Recibidas/2020/CI004_GP-12558_070108_CON_1263_MEDIDA_COMPENSA_EXP_52029.pdf
164,6,CONCESION ALTO MAGDALENA S.A.S.,ALMA-2020-2665,CONSORCIO 4C,GP-13452,23/10/2020,Informe de Inspección de Seguridad Vial (ISV) de los Accesos y Barreras de Contención de la UF3.,15_04_Comunic_Recibidas/2020/CI004_GP-13452_050300-070304_CON_2665_INSPEC_SEG_VIAL_UF3.pdf
165,2,CONCESIÓN ALTO MAGDALENA S.A.S.,ALMA-2020-2915,CONSORCIO 4C,GP-13595,24/11/2020,Respuesta comunicación Cl.004/GP8634/20/5.3 (Rad. Int. ALMA-R-2020-2095 del 11/11/2020). Pólizas Contrato de Concesión Etapa Operación y Mantenimiento.,15_04_Comunic_Recibidas/2020/CI004_GP-13595_050300_CON_2915_POLIZAS_O&M.pdf
166,1,CONCESIÓN ALTO MAGDALENA S.A.S.,ALMA-2020-2600,CONSORCIO 4C,GP-13395,09/10/2020,Alcance respuesta reiterada reclamación PQRS-UF3-2019-0377 ANI Radicado No. 20203050264401 (Rad int. ALMA-R-2020-1767 del 10/09/2020) - Remisión Derecho de Petición Pablo Antonio Lozano Construcción de acceso a las viviendas y de canaleta que conduce las aguas a la alcantarilla del sector.,15_04_Comunic_Recibidas/2020/CI004_GP-13395_070109_CON_2600_DP_PLOZANO.pdf
167,1,CONCESIÓN ALTO MAGDALENA S.A.S.,ALMA-2020-1802,CONSORCIO 4C,GP-12925,09/07/2020,Respuesta comunicación CI.004/GP8106/20/7.4.6 (Rad. interno ALMA-R-2020-1249 del 30/06/2020) Entrega del expediente predial (Físico) ALMA-5-0129 para aprobación definitiva del Avalúo Comercial Corporativo.,15_04_Comunic_Recibidas/2020/CI004_GP-12925_070406_CON_1802_EXP_AVALUO.pdf
169,2,CONCESIÓN ALTO MAGDALENA S.A.S.,ALMA-2020-0718,CONSORCIO 4C,GP-12170,09/03/2020,Remisión Pólizas de Responsabilidad Civil Extracontractual y Cumplimiento.,15_04_Comunic_Recibidas/2020/CI004_GP-12170_050300_CON_0718_REMISION_POLIZAS.pdf
170,4,CONCESIÓN ALTO MAGDALENA S.A.S.,ALMA-2020-0830,CONSORCIO 4C,GP-12207,24/03/2020,Póliza Todo Riesgo Construcción.,15_04_Comunic_Recibidas/2020/CI004_GP-12207_050300_CON_0830_POLIZ_TODO_RIESG.pdf
171,2,CONCESION ALTO MAGDALENA S.A.S.,ALMA-2020-3002,CONSORCIO 4C,GP-13638,04/12/2020,Entrega Registro consolidado recuperación espacio público noviembre 2020.,15_04_Comunic_Recibidas/2020/CI004_GP-13638_070109_CON_3002_RECUPERA_ESPACIO_PUB.pdf
173,24,TRANS SURENCO S.A.S,SIN NÚMERO,CONSORCIO 4C,GP-13337,26/09/2020,SOLICITUD PERMISO DE TRANSITO,15_04_Comunic_Recibidas/2020/CI004_GP-13337_070114_TRANSSURENCO_SINNUMERO_PERMIS_TRANS.pdf
172,10,CONCESION ALTO MAGDALENA S.A.S.,ALMA-2020-3086,CONSORCIO 4C,GP-13689,21/12/2020,Respuesta oficio CAR 07202102127 (Rad. Int. ALMA-R-2020-1933 - 13/10/2020). Seguimiento permisos otorgados. Expediente: 51477,15_04_Comunic_Recibidas/2020/CI004_GP-13689_070108_CON_3086_SEG_PERM_OTORG_EXP_51477.pdf
265,4,CONCESIÓN ALTO MAGDALENA S.A.S.,ALMA-2020-2868,CONSORCIO 4C,GP-13568,19/11/2020,Respuesta comunicación CI.004/GP8493/20/7.3.3 (Rad. Int. ALMA-R-2020-1867 del 29/09/2020) - Evaluación del Concesionario Indicador E7 Hundimientos.,15_04_Comunic_Recibidas/2020/CI004_GP-13568_070303_CON_2868_EVALUA_INDICAD_E7.pdf
266,1,CONCESIÓN ALTO MAGDALENA S.A.S.,ALMA-2020-2759,CONSORCIO 4C,GP-13514,06/11/2020,Respuesta comunicación CI.004/GP8580/20/7.4.6 (Rad. Int. ALMA-R-2020-2008 del 27/10/2020) Entrega expediente predial (Físico) ALMA-5-0262 aprobación definitiva del Avalúo Comercial Corporativo.,15_04_Comunic_Recibidas/2020/CI004_GP-13514_070406_CON_2759_EXP_AVALUO.pdf
267,2,CONCESIÓN ALTO MAGDALENA S.A.S.,ALMA-2020-2336,CONSORCIO 4C,GP-13227,07/09/2020,"Presentación proyecto e Invitación capacitación: Espacio Público, Decreto 2770 de 1953, Ley 1228 del 2008, Resolución 716 del 2015, y decreto 2976 del 2010",15_04_Comunic_Recibidas/2020/CI004_GP-13227_070109_CON_2336_ESPACIO_PUB_DEC_2770.pdf
268,1,CONCESIÓN ALTO MAGDALENA S.A.S.,ALMA-2020-0022,CONSORCIO 4C,GP-11746,03/01/2020,Remisión del Expediente ALMA-5-0250-1 para aprobación de insumos prediales.,15_04_Comunic_Recibidas/2020/CI004_GP-11746_070401_CON_0022_EXP_PREDIAL.pdf
269,1,CONCESIÓN ALTO MAGDALENA S.A.S.,ALMA-2020-2232,CONSORCIO 4C,GP-13235,28/08/2020,Entrega del expediente predial ALMA - 2 -0157 para aprobación de Actualización de insumos.,15_04_Comunic_Recibidas/2020/CI004_GP-13235_070401_CON_2232_EXP_PREDIAL.pdf
