ÍTEM,DEL FOLIO/PAGINAS,RAZON SOCIAL REMITENTE,No. RADICADO REMITENTE,RAZON SOCIAL DESTINATARIO,No. RADICADO DESTINATARIO,FECHA (DD/MM/AAAA),ASUNTO / TIPO DOCUMENTAL,UBICACION_ARCHIVO
32,1,CONCESIÓN ALTO MAGDALENA S.A.S.,ALMA-2019-02825,CONSORCIO 4C,GP-10944,02/09/2019,Entrega del expediente ALMA-5-0138 para aprobación del Avalúo Comercial Corporativo.,15_04_Comunic_Recibidas/2019/CI004_GP-10944_070406_CON_02825_EXP_AVALUO.pdf
34,1,CONCESIÓN ALTO MAGDALENA S.A.S.,ALMA-2019-00212,CONSORCIO 4C,GP-9737,23/01/2019,Entrega del expediente predial ALMA-2-0158 para aprobación de ficha predial.,15_04_Comunic_Recibidas/2019/CI004_GP-9737_070401_CON_00212_EXP_PREDIAL.pdf
33,1,CONCESIÓN ALTO MAGDALENA S.A.S.,ALMA-2019-03797,CONSORCIO 4C,GP-11589,09/12/2019,Envío corrección Formulario de liquidación y declaración de regalías segundo Trimestre Año 2019. Autorización Temporal SCV-09031.,15_04_Comunic_Recibidas/2019/CI004_GP-11589_070108_CON_03797_REGALIAS_2TRIM_SCV-09031.pdf
35,1,CONCESIÓN ALTO MAGDALENA S.A.S.,ALMA-2019-02338,CONSORCIO 4C,GP-11139,16/07/2019,Entrega expediente ALMA-5-0117 para aprobación del Avalúo Comercial Corporativo.,15_04_Comunic_Recibidas/2019/CI004_GP-11139_070406_CON_02333_EXP_AVALUO.pdf
36,1,CONCESION ALTO MAGDALENA S.A.S.,,CONSORCIO 4C,GP-10088,08/04/2019,Diseño de Mezcla Densa en Caliente Tipo MDC-19 con Asfalto Normalizado 60-70 MPI.,15_04_Comunic_Recibidas/2019/CI004_GP-10088_070107_CON_01245_DISEÑ_MEZCLA_MDC-19.pdf
38,5,CONCESIÓN ALTO MAGDALENA S.A.S.,,CONSORCIO 4C,GP-9852,01/03/2019,Evasión peaje Chicoral – Concesión San Rafael.,15_04_Comunic_Recibidas/2019/CI004_GP-9852_070109-070304_CON_00771_EVASION_PEAJE.pdf
37,2,CONCESIÓN ALTO MAGDALENA S.A.S.,,CONSORCIO 4C,GP-10256,03/05/2019,"Respuesta comunicación CI.004/GP6308/19/7.1.1 radicado interno ALMA-R-20191009 (16/04/2019). Seguimiento Adquisición Predial Glorieta Puerto Bogotá. Predios ALMA-5-0200, ALMA-5-0210 y ALMA-5-0212.",15_04_Comunic_Recibidas/2019/CI004_GP-10256_070101_CON_01540_ADQUI_PREDIAL_PTO_BGTA.pdf
41,2,,,CONSORCIO 4C,GP-11014,,,15_04_Comunic_Recibidas/2019/CI004_GP-11014_070108_CON_02947_AUTO_CAR_DRMC_0655.pdf
42,1,,,CONSORCIO 4C,GP-10310,,,15_04_Comunic_Recibidas/2019/CI004_GP-10310_070401_CON_01612_EXP_PREDIAL.pdf
43,1,,,CONSORCIO 4C,GP-10497,,,15_04_Comunic_Recibidas/2019/CI004_GP-10497_070107_CON_02084_DISEÑ_PEATON_FERREO.pdf
44,1,,,CONSORCIO 4C,GP-10591,,,15_04_Comunic_Recibidas/2019/CI004_GP-10591_070401_CON_01662_EXP_PREDIAL.pdf
39,1,CONCESIÓN ALTO MAGDALENA S.A.S.,,CONSORCIO 4C,GP-10429,04/06/2019,Respuesta oficio CI.004/GP6459/19/5.3 (Rad. Interno ALMA-R-2019-1248) Cierre plazo de cura sabana de avalúos.,15_04_Comunic_Recibidas/2019/CI004_GP-10429_070401_CON_01924_PLAZO_CURA_AVALUOS.pdf
40,1,CONCESIÓN ALTO MAGDALENA S.A.S.,,CONSORCIO 4C,GP-11327,06/11/2019,Solicitud revisión expediente ALMA-5-0253 sin antecedente registral,15_04_Comunic_Recibidas/2019/CI004_GP-11327_070401_CON_03435_EXP_PREDIAL.pdf
45,1,,,CONSORCIO 4C,GP-9682,,,15_04_Comunic_Recibidas/2019/CI004_GP-9682_070108_CON_00489_INF_TRIME_AMB17.pdf
46,1,,,CONSORCIO 4C,GP-9661,,,15_04_Comunic_Recibidas/2019/CI004_GP-9661_070401_CON_00205_EXP_FINAL_1-0016.pdf
47,1,,,CONSORCIO 4C,GP-10982,,,15_04_Comunic_Recibidas/2019/CI004_GP-10982_070406_CON_02808_EXP_AVALUO.pdf
48,1,,,CONSORCIO 4C,GP-10616,,,15_04_Comunic_Recibidas/2019/CI004_GP-10616_070401_CON_02249_EXP_FINAL.pdf
50,2,,,CONSORCIO 4C,GP-9844,,,15_04_Comunic_Recibidas/2019/CI004_GP-9844_070401_ANI_006385-1_DP_LA_MELISA.pdf
49,5,,,CONSORCIO 4C,GP-9825,,,15_04_Comunic_Recibidas/2019/CI004_GP-9825_070401_CON_00776_INF_GEST_PREDIAL_UF3_.pdf
51,1,,,CONSORCIO 4C,GP-9818,,,15_04_Comunic_Recibidas/2019/CI004_GP-9818_070406_CON_00661_EXP_AVALUO.pdf
52,1,,,CONSORCIO 4C,GP-9742,,,15_04_Comunic_Recibidas/2019/CI004_GP-9742_070401_CON_00211_EXP_PREDIAL.pdf
54,15,,,CONSORCIO 4C,GP-11594,,,15_04_Comunic_Recibidas/2019/CI004_GP-11594_050300_CON_03809_SEG_VIAL_INTERSECCIONES.pdf
53,2,,,CONSORCIO 4C,GP-10330,,,15_04_Comunic_Recibidas/2019/CI004_GP-10330_070108_CON_01706_CUMPLI_RESOL_2362.pdf
55,2,,,CONSORCIO 4C,GP-11393,,,15_04_Comunic_Recibidas/2019/CI004_GP-11393_070108_CON_03487_SIEMBRA_COMPENSA_EXP_52063.pdf
59,1,,,CONSORCIO 4C,GP-10996,,,15_04_Comunic_Recibidas/2019/CI004_GP-10996_070406_CON_02925_EXP_AVALUO.pdf
60,1,,,CONSORCIO 4C,GP-9503,,,15_04_Comunic_Recibidas/2019/CI004_GP-9503_070109_ANI_000758-1_PQRS_PENCISO.pdf
57,5,,,CONSORCIO 4C,GP-10423,,,15_04_Comunic_Recibidas/2019/CI004_GP-10423_070202_CON_01896_ALC_FOR_GCSP-F001_ABR.pdf
56,2,,,CONSORCIO 4C,GP-9695,,,15_04_Comunic_Recibidas/2019/CI004_GP-9695_070108_CON_00534_REUNI_DBBSE.pdf
61,1,,,CONSORCIO 4C,GP-10611,,,15_04_Comunic_Recibidas/2019/CI004_GP-10611_070108_CON_02234_COMPENSA_RESOL_0324.pdf
62,6,,,CONSORCIO 4C,GP-11318,,,15_04_Comunic_Recibidas/2019/CI004_GP-11318_070115_CON_03434_INF_PROTEC_TUB_UF5.pdf
63,2,,,CONSORCIO 4C,GP-11096,,,15_04_Comunic_Recibidas/2019/CI004_GP-11096_070201-070109_CON_03107_FOR_GCSP-F203_SEP.pdf
64,11,,,CONSORCIO 4C,GP-9508,,,15_04_Comunic_Recibidas/2019/CI004_GP-9508_050300_CON_00100_GUARDIA_VIGILANCIA.pdf
66,3,,,CONSORCIO 4C,GP-10850,,,15_04_Comunic_Recibidas/2019/CI004_GP-10850_070108_CON_02683_DISPOSI_FINAL_MATERIAL.pdf
65,1,,,CONSORCIO 4C,GP-10284,,,15_04_Comunic_Recibidas/2019/CI004_GP-10284_070108_CON_01682_CUMPLI_RESOL_0772.pdf
58,2,,,CONSORCIO 4C,GP-9567,,,15_04_Comunic_Recibidas/2019/CI004_GP-9567_070108_CON_00185_FOR_REGALIAS_QBN15032X.pdf
69,1,,,CONSORCIO 4C,GP-11095,,,15_04_Comunic_Recibidas/2019/CI004_GP-11095_070500_CON_03095_MEMOTEC_AGO19.pdf
67,1,,,CONSORCIO 4C,GP-10114,,,15_04_Comunic_Recibidas/2019/CI004_GP-10114_070401_CON_01337_EXP_FINAL.pdf
68,1,,,CONSORCIO 4C,GP-10240,,,15_04_Comunic_Recibidas/2019/CI004_GP-10240_070108_CON_01562_RESOL_CAR_0719.pdf
70,1,,,CONSORCIO 4C,GP-10298,,,15_04_Comunic_Recibidas/2019/CI004_GP-10298_070600_CON_01720_HALLAZG_INSPEC.pdf
71,3,,,CONSORCIO 4C,GP-10840,,,15_04_Comunic_Recibidas/2019/CI004_GP-10840_070108_CON_02673_AUTO_DRMC_0293.pdf
72,2,,,CONSORCIO 4C,GP-11456,,,15_04_Comunic_Recibidas/2019/CI004_GP-11456_070108_CON_03606_INF_EXP_ATV0788_RESOL_1082.pdf
73,2,,,CONSORCIO 4C,GP-11440,,,15_04_Comunic_Recibidas/2019/CI004_GP-11440_070401_CON_03319_DESENGLO_CATASTRAL.pdf
74,8,,,CONSORCIO 4C,GP-10292,,,15_04_Comunic_Recibidas/2019/CI004_GP-10292_070500_CON_01691_MEMOTEC_DIC18.pdf
75,1,,,CONSORCIO 4C,GP-10955,,,15_04_Comunic_Recibidas/2019/CI004_GP-10955_070401_CON_02821_EXP_FINAL.pdf
76,2,,,CONSORCIO 4C,GP-9993,,,15_04_Comunic_Recibidas/2019/CI004_GP-9993_050300_ANI_009022-1_PLAZO_CURA_SST.pdf
77,1,,,CONSORCIO 4C,GP-11354,,,15_04_Comunic_Recibidas/2019/CI004_GP-11354_070108_CON_03386_AUTO_DRMC_0655_EXP_51524.pdf
78,4,,,CONSORCIO 4C,GP-9572,,,15_04_Comunic_Recibidas/2019/CI004_GP-9572_070103_CON_00164_CERRA_POLIDEPORTIVO.pdf
79,2,,,CONSORCIO 4C,GP-11335,,,15_04_Comunic_Recibidas/2019/CI004_GP-11335_070301_CON_03459_FALLAS_CAMARAS_CONTEOS.pdf
80,5,,,CONSORCIO 4C,GP-11120,,,15_04_Comunic_Recibidas/2019/CI004_GP-11120_070109_CON_03141_PROT_BIEN_USO_PUB_PR11.pdf
81,4,,,CONSORCIO 4C,GP-11687,,,15_04_Comunic_Recibidas/2019/CI004_GP-11687_070201-070115_CON_03978_APROB_SCTA_REDES.pdf
82,1,,,CONSORCIO 4C,GP-11121,,,15_04_Comunic_Recibidas/2019/CI004_GP-11121_070401_CON_03142_EXP_FINAL.pdf
83,3,,,CONSORCIO 4C,GP-9537,,,15_04_Comunic_Recibidas/2019/CI004_GP-9537_070115_ANI_001048-1_INF_INVENT_REDES.pdf
84,2,,,CONSORCIO 4C,GP-11457,,,15_04_Comunic_Recibidas/2019/CI004_GP-11457_070115_CON_03607_INF_PROTEC_TUBERIA.pdf
85,10,,,CONSORCIO 4C,GP-10967,,,15_04_Comunic_Recibidas/2019/CI004_GP-10967_070209_CON_02715_ACTA_VPIP_JUL19.pdf
86,1,,,CONSORCIO 4C,GP-11365,,,15_04_Comunic_Recibidas/2019/CI004_GP-11365_070115_CON_03560_INF_PROTEC_TUBERIA.pdf
87,3,,,CONSORCIO 4C,GP-10832,,,15_04_Comunic_Recibidas/2019/CI004_GP-10832_070108_CON_02664_AUTO_DRMC_0506.pdf
88,5,,,CONSORCIO 4C,GP-11368,,,15_04_Comunic_Recibidas/2019/CI004_GP-11368_070208_CON_03504_FOR_GCSP-F009_OCT19.pdf
89,12,,,CONSORCIO 4C,GP-10964,,,15_04_Comunic_Recibidas/2019/CI004_GP-10964_070203_ANI_026048-2_PLAN_APORTE_FONDO.pdf
90,1,,,CONSORCIO 4C,GP-11279,,,15_04_Comunic_Recibidas/2019/CI004_GP-11279_070107_CON_03370_DISEÑ_GLORIETA_PNH.pdf
91,4,,,CONSORCIO 4C,GP-10459,,,15_04_Comunic_Recibidas/2019/CI004_GP-10459_070111_ANI_018121-1_PERM_EDS_TERMINAL.pdf
92,1,,,CONSORCIO 4C,GP-11448,,,15_04_Comunic_Recibidas/2019/CI004_GP-11448_070404_CON_03034_EXP_EXPRO.pdf
93,2,,,CONSORCIO 4C,GP-11538,,,15_04_Comunic_Recibidas/2019/CI004_GP-11538_070401_CON_02744_EXP_PREDIAL.pdf
94,1,,,CONSORCIO 4C,GP-10574,,,15_04_Comunic_Recibidas/2019/CI004_GP-10574_070500_CON_02192_OBS_MEMOTEC_ENE19.pdf
95,1,,,CONSORCIO 4C,GP-9702,,,15_04_Comunic_Recibidas/2019/CI004_GP-9702_070402_CON_00295_EXP_SOCIAL.pdf
96,1,,,CONSORCIO 4C,GP-9654,,,15_04_Comunic_Recibidas/2019/CI004_GP-9654_070108_CON_00206_INF_N°4_RESOL_1701.pdf
97,2,,,CONSORCIO 4C,GP-11637,,,15_04_Comunic_Recibidas/2019/CI004_GP-11637_070108_CON_03872_SIEMBRA_COMPENSA_EXP_51711.pdf
98,1,,,CONSORCIO 4C,GP-11418,,,15_04_Comunic_Recibidas/2019/CI004_GP-11418_070108_CON_03522_SIEMBRA_COMPENSA_EXP_51891.pdf
99,5,,,CONSORCIO 4C,GP-9848,,,15_04_Comunic_Recibidas/2019/CI004_GP-9848_090300_CON_00762_PDTES_UF1_UF2.pdf
100,2,,,CONSORCIO 4C,GP-9965,,,15_04_Comunic_Recibidas/2019/CI004_GP-9965_070110_CON_00972_PAG_SEGYSAL_ENE_DIC.pdf
101,4,,,CONSORCIO 4C,GP-11264,,,15_04_Comunic_Recibidas/2019/CI004_GP-11264_050300_CON_03348_DP_CONV_ALMA-PONAL.pdf
102,7,,,CONSORCIO 4C,GP-10077,,,15_04_Comunic_Recibidas/2019/CI004_GP-10077_070108_CON_01204_RTA_AUTO_021.pdf
103,1,,,CONSORCIO 4C,GP-11146,,,15_04_Comunic_Recibidas/2019/CI004_GP-11146_070401_CON_03180_EXP_FINAL.pdf
104,2,,,CONSORCIO 4C,GP-11267,,,15_04_Comunic_Recibidas/2019/CI004_GP-11267_070108_CON_03364_REGALIAS_QBN-15031.pdf
105,15,,,CONSORCIO 4C,GP-10490,,,15_04_Comunic_Recibidas/2019/CI004_GP-10490_070109_CON_02019_ANIMAL_VIA_K6_K8.pdf
106,1,,,CONSORCIO 4C,GP-10672,,,15_04_Comunic_Recibidas/2019/CI004_GP-10672_070406_CON_02310_EXP_AVALUO.pdf
107,1,,,CONSORCIO 4C,GP-10137,,,15_04_Comunic_Recibidas/2019/CI004_GP-10137_070108_CON_01350_RESOL_CAR-DRMC_2072.pdf
108,12,,,CONSORCIO 4C,GP-10401,,,15_04_Comunic_Recibidas/2019/CI004_GP-10401_070109_CON_01854_BIEN_USO_PUB.pdf
109,1,,,CONSORCIO 4C,GP-10496,,,15_04_Comunic_Recibidas/2019/CI004_GP-10496_070301_CON_02081_CALIBRA_PESAJ_SLORENZO.pdf
110,3,,,CONSORCIO 4C,GP-11133,,,15_04_Comunic_Recibidas/2019/CI004_GP-11133_070108_CON_03158_OCUP_CAUCE_RESOL_2370.pdf
111,1,,,CONSORCIO 4C,GP-10767,,,15_04_Comunic_Recibidas/2019/CI004_GP-10767_070108_CON_02414_INF_ICA_N4.pdf
112,5,,,CONSORCIO 4C,GP-9492,,,15_04_Comunic_Recibidas/2019/CI004_GP-9492_070109_CON_00073_PLAN_REASENTA.pdf
113,7,,,CONSORCIO 4C,GP-11351,,,15_04_Comunic_Recibidas/2019/CI004_GP-11351_050300_ANI_039051-1_RESTRI_VEHICUL_PTE_FERREO.pdf
114,8,,,CONSORCIO 4C,GP-11122,,,15_04_Comunic_Recibidas/2019/CI004_GP-11122_020200_ANI_034614-1_APROBA_HV_ING_AUX.pdf
115,1,,,CONSORCIO 4C,GP-10593,,,15_04_Comunic_Recibidas/2019/CI004_GP-10593_070406_CON_02213_EXP_AVALUO.pdf
116,3,,,CONSORCIO 4C,GP-9689,,,15_04_Comunic_Recibidas/2019/CI004_GP-9689_070103_CON_00482_ACCESO_VEHICUL.pdf
117,7,,,CONSORCIO 4C,GP-10447,,,15_04_Comunic_Recibidas/2019/CI004_GP-10447_050300_CON_02023_EXTENSIÓN_EER_UF5.1.pdf
118,17,,,CONSORCIO 4C,GP-10131,,,15_04_Comunic_Recibidas/2019/CI004_GP-10131_050300_CON_01370_EER_LIBERA_USO_PUB.pdf
119,1,,,CONSORCIO 4C,GP-10977,,,15_04_Comunic_Recibidas/2019/CI004_GP-10977_070406_CON_02328_EXP_AVALUO.pdf
120,2,,,CONSORCIO 4C,GP-9881,,,15_04_Comunic_Recibidas/2019/CI004_GP-9881_070109_CON_00814_INF_TRIME_SCIAL_17.pdf
121,2,,,CONSORCIO 4C,GP-11504,,,15_04_Comunic_Recibidas/2019/CI004_GP-11504_070108_CON_03662_SIEMBRA_COMPENSA_EXP_52039.pdf
122,1,,,CONSORCIO 4C,GP-11253,,,15_04_Comunic_Recibidas/2019/CI004_GP-11253_070406_CON_02922_EXP_AVALUO.pdf
123,10,,,CONSORCIO 4C,GP-10810,,,15_04_Comunic_Recibidas/2019/CI004_GP-10810_070209_CON_02534_ACTA_VPIP_JUN19.pdf
124,1,,,CONSORCIO 4C,GP-9595,,,15_04_Comunic_Recibidas/2019/CI004_GP-9595_070406_CON_00320_EXP_AVALUO.pdf
125,1,,,CONSORCIO 4C,GP-9686,,,15_04_Comunic_Recibidas/2019/CI004_GP-9686_070210_CON_00229_ACTA_RETRIB_DIC.pdf
126,3,,,CONSORCIO 4C,GP-9562,,,15_04_Comunic_Recibidas/2019/CI004_GP-9562_070108-070201_CON_00162_REINTEG_SUBCTA_AMB.pdf
127,2,CONCESIÓN ALTO MAGDALENA S.A.S.,ALMA-2019-00730,CONSORCIO 4C,GP-9811,26/02/2019,"Respuesta correo electrónico, identificado como PQRS-UF5-2019-637 – Solicitud aclaración información JHON PAVA empleado contratista CRP",15_04_Comunic_Recibidas/2019/CI004_GP-9811_070110_CON_00730_PQRS_JPAVA.pdf
128,4,CONCESIÓN ALTO MAGDALENA S.A.S.,,CONSORCIO 4C,GP-10468,06/06/2019,Entrega Informe No. 6 - Resolución No. 2280 del 30 de octubre de 2015,15_04_Comunic_Recibidas/2019/CI004_GP-10468_070108_CON_01938_INF_N°6_RESOL_2280.pdf
129,1,CONCESIÓN ALTO MAGDALENA S.A.S.,ALMA-2019-00452,CONSORCIO 4C,GP-9743,05/02/2019,Informe ejecutivo de avance de ejecución predial del mes de Enero del año 2019.,15_04_Comunic_Recibidas/2019/CI004_GP-9743_070401_CON_00452_INF_PREDIAL_ENE_19.pdf
130,1,CONCESIÓN ALTO MAGDALENA S.A.S.,ALMA-2019-00786,CONSORCIO 4C,GP-9922,04/03/2019,Entrega del expediente predial ALMA-3-0081 para aprobación de actualización de estudio de títulos.,15_04_Comunic_Recibidas/2019/CI004_GP-9922_070401_CON_00786_EXP_PREDIAL.pdf
